date,region,category,channel,units_sold,unit_price,revenue
2025-10-28,South,Beauty,In-Store,1,33.14,33.14
2025-12-09,South,Electronics,Online,7,299.66,2936.67
2025-05-26,South,Home & Kitchen,In-Store,4,79.81,319.24
2025-05-27,East,Clothing,In-Store,1,,45.53
2025-08-31,East,Home & Kitchen,Online,5,89.72,448.6
2025-11-03,East,Home & Kitchen,Online,3,97.23,408.37
2025-02-08,West,Electronics,Online,5,302.75,1513.75
2025-06-15,East,Clothing,Online,1,50.76,50.76
2025-09-25,East,Clothing,Online,7,39.04,273.28
2025-08-01,South,Home & Kitchen,Online,7,94.14,658.98
2025-10-21,West,Clothing,In-Store,4,50.36,201.44
2025-03-14,North,Sports,Online,4,70.16,280.64
2025-07-14,West,Home & Kitchen,In-Store,7,78.2,547.4
2025-02-17,West,Clothing,Online,4,45.32,181.28
2025-06-16,South,Electronics,Online,4,216.98,867.92
2025-11-17,North,Beauty,Online,2,33.25,93.1
2025-05-06,East,Clothing,In-Store,5,47.81,239.05
2025-06-25,West,Home & Kitchen,Online,7,90.02,630.14
2025-12-31,South,Clothing,Online,3,,200.84
2025-02-14,West,Electronics,Online,3,251.3,753.9
2025-08-22,East,Electronics,In-Store,7,261.29,1829.03
2025-05-02,North,Clothing,Online,3,54.24,162.72
2025-07-15,South,Sports,In-Store,5,65.57,327.85
2025-05-06,West,Electronics,In-Store,6,266.64,1599.84
2025-06-14,North,Home & Kitchen,Online,6,75.9,455.4
2025-12-09,East,Clothing,In-Store,5,41.75,292.25
2025-12-07,South,Home & Kitchen,Online,3,85.85,360.57
2025-04-02,East,Electronics,Online,7,294.18,2059.26
2025-09-30,East,Sports,Online,1,70.02,70.02
2025-10-02,North,Home & Kitchen,Online,5,83.22,416.1
2025-06-13,South,Electronics,In-Store,5,272.41,1362.05
2025-11-06,North,Clothing,Online,6,52.48,440.83
2025-01-05,North,Home & Kitchen,Online,2,98.21,196.42
2025-01-17,East,Clothing,In-Store,4,51.83,207.32
2025-03-11,East,Clothing,Online,3,41.91,125.73
2025-08-04,East,Clothing,Online,1,44.77,44.77
2025-06-28,North,Beauty,Online,3,32.73,98.19
2025-08-27,West,Sports,Online,7,53.62,375.34
2025-04-26,North,Clothing,In-Store,3,43.86,131.58
2025-11-19,East,Electronics,In-Store,5,305.14,2135.98
2025-07-27,South,Clothing,In-Store,3,53.95,161.85
2025-10-25,West,Electronics,Online,2,245.84,491.68
2025-02-04,West,Clothing,In-Store,3,56.21,168.63
2025-09-21,South,Sports,Online,7,,364.42
2025-10-19,North,Home & Kitchen,Online,5,92.11,460.55
2025-07-07,West,Sports,In-Store,3,65.73,197.19
2025-04-14,East,Clothing,Online,4,45.58,182.32
2025-12-24,East,Clothing,Online,4,48.64,272.38
2025-10-17,North,Beauty,Online,2,26.42,52.84
2025-06-11,South,Electronics,Online,2,219.79,439.58
2025-01-13,West,Electronics,Online,7,252.63,1768.41
2025-08-03,South,Electronics,Online,6,244.65,1467.9
2025-02-22,East,Electronics,Online,5,215.87,1079.35
2025-02-22,East,Home & Kitchen,Online,1,91.03,91.03
2025-02-01,South,Clothing,In-Store,6,39.54,237.24
2025-06-09,South,Electronics,In-Store,4,242.82,971.28
2025-12-01,South,Home & Kitchen,Online,3,92.81,389.8
2025-01-12,East,Electronics,In-Store,2,284.67,569.34
2025-12-27,West,Clothing,Online,1,47.45,66.43
2025-06-03,South,Electronics,In-Store,7,270.83,1895.81
2025-09-21,North,Clothing,In-Store,5,55.01,275.05
2025-05-01,North,Electronics,Online,2,243.83,487.66
2025-04-10,South,Sports,Online,1,60.06,60.06
2025-02-25,West,Home & Kitchen,Online,7,83.8,586.6
2025-11-12,East,Sports,In-Store,7,55.01,539.1
2025-08-23,North,Electronics,Online,3,307.58,922.74
2025-10-08,South,Electronics,Online,3,276.91,830.73
2025-10-25,North,Clothing,In-Store,4,53.83,215.32
2025-12-21,East,Electronics,Online,3,249.48,1047.82
2025-01-13,South,Home & Kitchen,Online,2,74.78,149.56
2025-11-25,South,Clothing,In-Store,1,52.58,73.61
2025-12-09,North,Electronics,Online,7,225.07,2205.69
2025-01-03,West,Beauty,Online,4,34.06,136.24
2025-03-06,West,Electronics,Online,5,,1091.55
2025-04-28,South,Clothing,Online,5,50.63,253.15
2025-01-13,North,Beauty,In-Store,1,26.99,26.99
2025-05-18,East,Clothing,Online,1,54.56,54.56
2025-01-24,North,Clothing,In-Store,4,45.41,181.64
2025-11-17,West,Clothing,Online,1,47.63,66.68
2025-07-05,West,Electronics,Online,3,250.76,752.28
2025-08-21,South,Electronics,Online,5,246.68,1233.4
2025-02-24,South,Electronics,Online,4,212.64,850.56
2025-02-12,North,Home & Kitchen,In-Store,7,89.62,627.34
2025-06-09,East,Sports,Online,5,60.55,302.75
2025-05-12,West,Electronics,Online,2,272.83,545.66
2025-07-24,East,Electronics,In-Store,4,308.28,1233.12
2025-04-29,North,Clothing,In-Store,3,55.58,166.74
2025-01-28,South,Clothing,Online,4,49.41,197.64
2025-01-26,North,Sports,Online,3,74.56,223.68
2025-12-26,West,Clothing,In-Store,3,52.83,221.89
2025-06-24,West,Clothing,In-Store,1,54.27,54.27
2025-06-23,South,Home & Kitchen,In-Store,4,88.19,352.76
2025-09-05,South,Clothing,Online,2,42.6,85.2
2025-03-02,South,Home & Kitchen,Online,6,97.72,586.32
2025-07-29,South,Clothing,Online,6,48.35,290.1
2025-01-06,North,Clothing,In-Store,4,53.44,213.76
2025-08-28,East,Sports,In-Store,4,66.82,267.28
2025-06-18,West,Home & Kitchen,Online,3,99.4,298.2
2025-11-28,East,Clothing,In-Store,7,39.57,387.79
2025-06-03,South,Electronics,In-Store,3,248.0,744.0
2025-09-30,East,Clothing,In-Store,2,51.88,103.76
2025-05-21,South,Clothing,In-Store,7,42.43,297.01
2025-02-08,North,Electronics,Online,6,298.02,1788.12
2025-02-13,North,Sports,In-Store,4,73.23,292.92
2025-09-12,East,Electronics,In-Store,2,263.97,527.94
2025-04-01,South,Clothing,Online,3,54.35,163.05
2025-06-22,South,Beauty,Online,7,36.53,255.71
2025-05-09,West,Clothing,Online,3,45.31,135.93
2025-04-27,South,Beauty,In-Store,3,28.81,86.43
2025-01-17,South,Beauty,Online,5,29.8,149.0
2025-11-20,North,Electronics,Online,5,309.94,2169.58
2025-12-09,South,Sports,In-Store,5,51.86,363.02
2025-10-05,South,Home & Kitchen,Online,4,86.61,346.44
2025-05-19,West,Home & Kitchen,Online,2,94.87,189.74
2025-04-19,West,Clothing,In-Store,2,54.32,108.64
2025-05-12,East,Clothing,Online,4,41.93,167.72
2025-02-10,West,Clothing,In-Store,4,49.7,198.8
2025-11-20,South,Beauty,Online,3,26.64,111.89
2025-10-10,West,Electronics,In-Store,5,289.61,1448.05
2025-01-04,East,Clothing,Online,5,43.33,216.65
2025-10-06,North,Electronics,Online,6,265.7,1594.2
2025-09-06,West,Clothing,Online,2,41.86,83.72
2025-04-13,South,Electronics,Online,3,217.69,653.07
2025-11-28,South,Home & Kitchen,Online,1,95.15,133.21
2025-12-09,South,Clothing,Online,1,42.8,59.92
2025-07-25,North,Clothing,In-Store,6,45.55,273.3
2025-01-16,West,Sports,Online,1,60.14,60.14
2025-10-14,South,Home & Kitchen,Online,7,84.56,591.92
2025-05-19,West,Electronics,Online,4,307.42,1229.68
2025-04-21,North,Electronics,Online,1,263.89,263.89
2025-08-05,East,Clothing,In-Store,2,50.8,101.6
2025-04-06,East,Clothing,In-Store,7,40.5,283.5
2025-05-06,North,Electronics,In-Store,5,226.72,1133.6
2025-03-11,South,Home & Kitchen,Online,1,90.44,90.44
2025-03-17,West,Home & Kitchen,In-Store,1,77.98,77.98
2025-09-28,West,Sports,In-Store,2,51.39,102.78
2025-02-12,West,Electronics,In-Store,1,309.53,309.53
2025-07-08,East,Electronics,In-Store,3,283.12,849.36
2025-06-17,East,Clothing,Online,6,40.38,242.28
2025-08-28,West,Home & Kitchen,In-Store,3,96.14,288.42
2025-03-30,West,Home & Kitchen,Online,2,95.89,191.78
2025-11-09,North,Electronics,Online,7,269.67,2642.77
2025-09-29,East,Beauty,Online,4,27.74,110.96
2025-01-12,South,Clothing,Online,4,49.43,197.72
2025-04-07,North,Home & Kitchen,Online,6,75.91,455.46
2025-02-02,South,Electronics,Online,6,245.75,1474.5
2025-02-16,East,Beauty,Online,6,34.3,205.8
2025-08-03,South,Sports,In-Store,5,53.43,267.15
2025-01-29,West,Electronics,Online,1,213.65,213.65
2025-03-03,North,Beauty,Online,2,26.86,53.72
2025-11-14,North,Home & Kitchen,In-Store,1,74.54,104.36
2025-06-26,West,Electronics,Online,2,260.8,521.6
2025-07-27,South,Electronics,In-Store,6,226.89,1361.34
2025-10-22,East,Electronics,In-Store,3,255.54,766.62
2025-05-28,West,Clothing,Online,2,43.06,86.12
2025-10-17,South,Beauty,Online,2,30.91,61.82
2025-12-18,West,Home & Kitchen,Online,3,87.13,365.95
2025-03-06,East,Electronics,Online,7,233.81,1636.67
2025-02-17,North,Electronics,Online,2,249.86,499.72
2025-10-11,North,Electronics,Online,1,266.7,266.7
2025-03-24,North,Electronics,In-Store,6,231.35,1388.1
2025-10-15,South,Beauty,Online,2,34.41,68.82
2025-06-27,East,Sports,Online,1,61.42,61.42
2025-09-28,West,Clothing,In-Store,2,56.18,112.36
2025-12-14,North,Clothing,In-Store,2,51.1,143.08
2025-06-17,East,Electronics,In-Store,4,213.87,855.48
2025-03-04,North,Electronics,Online,2,218.75,437.5
2025-03-02,South,Home & Kitchen,Online,3,87.03,261.09
2025-04-04,West,Clothing,In-Store,7,,371.42
2025-11-15,North,Sports,Online,6,68.83,578.17
2025-04-01,South,Electronics,In-Store,1,304.58,304.58
2025-04-17,North,Clothing,In-Store,1,54.37,54.37
2025-05-17,South,Sports,Online,5,71.97,359.85
2025-05-03,West,Sports,Online,2,66.58,133.16
2025-02-06,East,Electronics,In-Store,6,291.01,1746.06
2025-07-05,North,Electronics,Online,7,218.12,1526.84
2025-11-06,West,Beauty,Online,7,34.06,333.79
2025-08-30,North,Electronics,Online,5,219.55,1097.75
2025-07-21,West,Home & Kitchen,In-Store,5,94.45,472.25
2025-03-24,East,Sports,Online,4,57.0,228.0
2025-11-08,South,Clothing,Online,7,39.63,388.37
2025-12-10,North,Sports,Online,7,73.87,723.93
2025-02-05,South,Clothing,Online,7,42.42,296.94
2025-08-01,North,Clothing,Online,3,44.53,133.59
2025-04-28,North,Home & Kitchen,In-Store,7,82.78,579.46
2025-11-09,East,Home & Kitchen,Online,5,81.15,568.05
2025-06-09,South,Clothing,Online,5,41.23,206.15
2025-04-14,North,Home & Kitchen,In-Store,2,77.5,155.0
2025-09-03,North,Clothing,Online,2,54.12,108.24
2025-05-02,South,Home & Kitchen,Online,2,84.62,169.24
2025-01-28,East,Electronics,Online,6,239.26,1435.56
2025-04-28,East,Home & Kitchen,Online,3,85.82,257.46
2025-06-24,North,Clothing,Online,2,45.66,91.32
2025-12-20,East,Clothing,Online,5,47.84,334.88
2025-07-24,West,Home & Kitchen,Online,5,82.05,410.25
2025-12-10,South,Clothing,Online,2,54.37,152.24
2025-01-07,South,Clothing,Online,1,49.25,49.25
2025-06-20,North,Home & Kitchen,Online,5,88.11,440.55
2025-10-09,West,Sports,In-Store,1,63.86,63.86
2025-11-17,North,Sports,In-Store,3,54.06,227.05
2025-04-28,North,Clothing,Online,3,53.64,160.92
2025-09-28,East,Electronics,Online,1,292.85,292.85
2025-02-17,South,Electronics,In-Store,4,230.67,922.68
2025-12-26,West,Sports,Online,1,52.78,73.89
2025-11-18,North,Sports,Online,5,64.42,450.94
2025-08-09,East,Electronics,Online,3,283.16,849.48
2025-05-12,East,Clothing,Online,7,51.01,357.07
2025-12-13,South,Electronics,In-Store,1,249.82,349.75
2025-06-08,West,Electronics,Online,1,270.6,270.6
2025-07-20,South,Clothing,Online,6,52.7,316.2
2025-11-10,West,Electronics,In-Store,4,,1605.69
2025-03-12,West,Electronics,In-Store,5,228.37,1141.85
2025-08-03,East,Home & Kitchen,In-Store,4,95.28,381.12
2025-09-02,South,Sports,Online,5,68.19,340.95
2025-02-23,West,Electronics,Online,5,233.99,1169.95
2025-04-04,South,Beauty,Online,7,32.2,225.4
2025-08-06,South,Electronics,Online,7,278.45,1949.15
2025-08-12,North,Electronics,In-Store,7,276.18,1933.26
2025-08-10,North,Clothing,Online,4,46.59,186.36
2025-04-20,North,Home & Kitchen,In-Store,2,89.18,178.36
2025-07-26,West,Clothing,In-Store,4,52.18,208.72
2025-12-06,West,Electronics,Online,5,238.46,1669.22
2025-03-11,North,Sports,Online,5,66.12,330.6
2025-10-29,South,Sports,Online,6,72.31,433.86
2025-08-20,East,Beauty,In-Store,6,26.63,159.78
2025-09-21,East,Sports,In-Store,6,53.28,319.68
2025-10-03,West,Clothing,In-Store,5,53.69,268.45
2025-12-31,East,Electronics,Online,5,244.31,1710.17
2025-10-18,West,Sports,In-Store,6,64.59,387.54
2025-10-31,North,Electronics,Online,6,304.16,1824.96
2025-12-22,West,Electronics,Online,2,268.84,752.75
2025-07-27,North,Sports,Online,1,52.66,52.66
2025-01-29,East,Home & Kitchen,In-Store,5,80.46,402.3
2025-10-03,West,Home & Kitchen,In-Store,6,79.89,479.34
2025-01-28,North,Home & Kitchen,Online,5,99.4,497.0
2025-09-03,North,Clothing,In-Store,6,39.21,235.26
2025-07-08,South,Clothing,In-Store,7,54.9,384.3
2025-05-13,East,Home & Kitchen,In-Store,1,70.23,70.23
2025-12-05,North,Home & Kitchen,Online,7,74.53,730.39
2025-08-02,South,Home & Kitchen,In-Store,6,69.94,419.64
2025-04-22,North,Home & Kitchen,In-Store,4,82.56,330.24
2025-01-20,South,Beauty,Online,2,30.32,60.64
2025-11-18,North,Sports,Online,6,65.0,546.0
2025-12-30,West,Home & Kitchen,In-Store,5,81.55,570.85
2025-07-28,West,Home & Kitchen,Online,6,89.09,534.54
2025-01-07,West,Sports,In-Store,3,68.7,206.1
2025-03-29,West,Sports,In-Store,-4,56.19,224.76
2025-08-27,East,Beauty,Online,7,34.81,243.67
2025-10-03,West,Electronics,In-Store,1,279.43,279.43
2025-10-25,South,Clothing,Online,2,39.53,79.06
2025-12-30,South,Electronics,Online,6,306.74,2576.62
2025-02-21,East,Electronics,In-Store,6,229.1,1374.6
2025-03-13,West,Electronics,Online,3,245.13,735.39
2025-04-03,South,Electronics,In-Store,4,248.03,992.12
2025-05-05,North,Electronics,Online,6,302.32,1813.92
2025-12-04,West,Electronics,In-Store,7,222.36,2179.13
2025-01-31,East,Home & Kitchen,Online,6,72.39,434.34
2025-09-23,West,Clothing,Online,4,43.18,172.72
2025-12-09,North,Clothing,In-Store,2,53.05,148.54
2025-04-16,North,Clothing,Online,5,44.5,222.5
2025-01-18,East,Beauty,In-Store,2,29.27,58.54
2025-11-15,East,Sports,In-Store,1,73.57,103.0
2025-08-06,East,Clothing,Online,1,47.12,47.12
2025-02-07,East,Home & Kitchen,Online,2,71.94,143.88
2025-10-22,West,Clothing,Online,5,54.27,271.35
2025-08-17,South,Home & Kitchen,Online,2,95.83,191.66
2025-11-06,West,Beauty,In-Store,5,33.44,234.08
2025-07-10,South,Sports,Online,3,56.25,168.75
2025-08-25,South,Sports,Online,5,64.84,324.2
2025-09-04,West,Clothing,In-Store,3,55.15,165.45
2025-09-13,East,Clothing,In-Store,5,52.58,262.9
2025-07-09,West,Home & Kitchen,Online,6,84.64,507.84
2025-03-25,East,Home & Kitchen,In-Store,5,95.86,479.3
2025-04-24,North,Home & Kitchen,In-Store,6,76.49,458.94
2025-09-30,West,Clothing,In-Store,5,55.25,276.25
2025-11-24,West,Beauty,In-Store,5,31.12,217.84
2025-06-05,North,Home & Kitchen,Online,6,81.76,490.56
2025-10-13,East,Beauty,Online,6,35.43,212.58
2025-09-26,East,Electronics,Online,7,277.16,1940.12
2025-04-26,East,Beauty,Online,7,26.98,188.86
2025-06-29,South,Home & Kitchen,Online,6,99.88,599.28
2025-02-13,East,Sports,Online,7,62.18,435.26
2025-08-25,South,Beauty,Online,3,27.58,82.74
2025-11-17,East,Sports,Online,3,64.64,271.49
2025-12-17,North,Electronics,Online,5,269.08,1883.56
2025-02-25,South,Clothing,Online,5,53.13,265.65
2025-11-06,West,Sports,Online,3,58.02,243.68
2025-05-29,East,Electronics,Online,7,239.05,1673.35
2025-09-30,South,Home & Kitchen,Online,2,87.83,175.66
2025-10-20,East,Clothing,Online,1,43.32,43.32
2025-02-27,North,Electronics,In-Store,1,247.19,247.19
2025-07-07,South,Sports,Online,6,52.89,317.34
2025-10-11,North,Electronics,In-Store,1,306.05,306.05
2025-07-27,South,Beauty,Online,1,28.38,28.38
2025-07-03,West,Electronics,Online,5,257.17,1285.85
2025-10-17,East,Electronics,Online,2,302.98,605.96
2025-12-26,South,Electronics,Online,3,288.2,1210.44
2025-04-23,East,Clothing,In-Store,4,45.65,182.6
2025-06-11,East,Sports,In-Store,7,58.08,406.56
2025-06-25,East,Electronics,Online,2,230.96,461.92
2025-05-29,North,Sports,In-Store,5,68.64,343.2
2025-10-21,North,Clothing,Online,4,51.46,205.84
2025-01-25,North,Home & Kitchen,Online,6,96.88,581.28
2025-04-22,West,Home & Kitchen,In-Store,2,71.39,142.78
2025-08-15,South,Clothing,In-Store,2,48.34,96.68
2025-06-29,North,Electronics,Online,5,222.37,1111.85
2025-06-30,East,Clothing,Online,6,42.11,252.66
2025-03-14,East,Home & Kitchen,In-Store,4,87.74,350.96
2025-09-24,West,Electronics,In-Store,5,269.3,1346.5
2025-08-08,South,Sports,Online,2,61.35,122.7
2025-06-11,East,Electronics,Online,1,258.29,258.29
2025-02-09,North,Home & Kitchen,Online,7,90.04,630.28
2025-12-01,North,Electronics,In-Store,6,293.07,2461.79
2025-01-17,South,Electronics,Online,1,248.33,248.33
2025-09-19,East,Electronics,Online,5,270.15,1350.75
2025-10-10,North,Clothing,Online,3,38.55,115.65
2025-07-16,South,Electronics,Online,2,215.77,431.54
2025-01-05,South,Clothing,Online,2,55.73,111.46
2025-09-30,North,Home & Kitchen,Online,4,71.72,286.88
2025-01-19,East,Beauty,In-Store,1,33.28,33.28
2025-04-10,East,Clothing,In-Store,5,46.14,230.7
2025-11-23,East,Beauty,Online,4,30.46,170.58
2025-11-10,West,Home & Kitchen,Online,7,77.22,756.76
2025-10-23,East,Electronics,In-Store,4,254.42,1017.68
2025-10-11,West,Sports,Online,6,58.62,351.72
2025-09-28,East,Electronics,Online,2,301.12,602.24
2025-12-30,East,Clothing,Online,-3,,167.54
2025-08-18,South,Electronics,In-Store,7,285.65,1999.55
2025-06-20,South,Electronics,In-Store,6,306.82,1840.92
2025-04-18,West,Sports,Online,2,71.26,142.52
2025-04-06,North,Clothing,Online,3,48.32,144.96
2025-04-16,East,Home & Kitchen,In-Store,7,80.64,564.48
2025-10-24,East,Clothing,In-Store,6,46.18,277.08
2025-07-12,West,Clothing,Online,5,56.08,280.4
2025-01-03,North,Home & Kitchen,In-Store,1,81.79,81.79
2025-09-08,North,Electronics,Online,5,234.77,1173.85
2025-02-16,West,Clothing,Online,4,40.6,162.4
2025-09-05,West,Clothing,In-Store,2,39.76,79.52
2025-11-10,South,Electronics,Online,6,228.46,1919.06
2025-02-17,South,Electronics,Online,5,295.99,1479.95
2025-06-22,East,Electronics,Online,2,305.15,610.3
2025-10-25,South,Electronics,Online,1,213.47,213.47
2025-07-06,South,Beauty,In-Store,3,29.18,87.54
2025-10-31,South,Home & Kitchen,Online,7,68.2,477.4
2025-11-11,East,Home & Kitchen,Online,7,72.22,707.76
2025-03-04,West,Electronics,Online,3,293.06,879.18
2025-09-10,North,Electronics,In-Store,5,221.49,1107.45
2025-10-19,West,Electronics,Online,5,220.85,1104.25
2025-09-27,South,Home & Kitchen,In-Store,5,82.15,410.75
2025-07-14,East,Clothing,Online,3,42.14,126.42
2025-01-21,West,Electronics,In-Store,5,227.42,1137.1
2025-11-22,East,Clothing,Online,2,39.27,109.96
2025-12-22,South,Clothing,In-Store,5,42.69,298.83
2025-08-09,West,Sports,In-Store,4,53.93,215.72
2025-02-07,South,Sports,In-Store,4,67.15,268.6
2025-02-19,South,Electronics,In-Store,3,248.55,745.65
2025-11-20,North,Beauty,Online,1,27.37,38.32
2025-05-15,West,Beauty,In-Store,3,32.43,97.29
2025-07-08,East,Electronics,Online,2,255.94,511.88
2025-05-18,South,Home & Kitchen,In-Store,6,68.75,412.5
2025-04-17,West,Sports,Online,4,65.48,261.92
2025-11-02,West,Electronics,In-Store,4,232.0,1299.2
2025-02-16,West,Sports,In-Store,2,71.77,143.54
2025-04-18,East,Electronics,In-Store,3,308.88,926.64
2025-07-14,West,Electronics,In-Store,6,272.82,1636.92
2025-05-24,South,Home & Kitchen,Online,6,72.59,435.54
2025-04-06,North,Clothing,In-Store,1,49.51,49.51
2025-12-27,South,Electronics,Online,5,273.1,1911.7
2025-08-30,East,Electronics,In-Store,2,271.91,543.82
2025-01-12,West,Electronics,Online,2,220.66,441.32
2025-08-14,West,Electronics,Online,1,279.78,279.78
2025-06-13,West,Clothing,Online,1,55.63,55.63
2025-10-12,East,Sports,Online,5,51.59,257.95
2025-04-20,South,Sports,Online,2,73.01,146.02
2025-11-28,South,Electronics,In-Store,4,285.18,1597.01
2025-05-07,West,Beauty,Online,1,35.55,35.55
2025-05-28,South,Home & Kitchen,Online,5,,383.5
2025-07-06,North,Home & Kitchen,Online,6,82.16,492.96
2025-07-25,South,Home & Kitchen,In-Store,7,85.81,600.67
2025-07-18,South,Electronics,Online,1,,258.57
2025-02-13,South,Clothing,In-Store,7,51.37,359.59
2025-07-25,East,Sports,Online,3,59.56,178.68
2025-03-24,South,Electronics,Online,5,308.26,1541.3
2025-10-18,North,Clothing,Online,1,45.16,45.16
2025-11-21,West,Electronics,Online,1,243.99,341.59
2025-12-09,West,Electronics,In-Store,3,265.69,1115.9
2025-08-06,West,Beauty,Online,1,29.34,29.34
2025-04-21,North,Clothing,In-Store,6,48.91,293.46
2025-04-22,East,Clothing,In-Store,5,48.66,243.3
2025-07-23,West,Home & Kitchen,In-Store,4,81.63,326.52
2025-10-02,South,Electronics,In-Store,5,215.07,1075.35
2025-03-27,West,Clothing,Online,6,42.44,254.64
2025-07-19,South,Clothing,Online,7,48.79,341.53
2025-05-17,West,Home & Kitchen,In-Store,3,86.74,260.22
2025-09-24,South,Electronics,In-Store,2,262.31,524.62
2025-08-18,North,Home & Kitchen,In-Store,3,72.34,217.02
2025-09-20,East,Beauty,In-Store,4,33.92,135.68
2025-05-20,East,Beauty,Online,5,29.29,146.45
2025-09-26,North,Sports,Online,4,67.22,268.88
2025-03-16,West,Sports,Online,3,59.88,179.64
2025-08-03,North,Electronics,Online,7,247.06,1729.42
2025-02-23,North,Clothing,Online,6,39.35,236.1
2025-12-14,North,Electronics,Online,4,252.57,1414.39
2025-03-20,South,Sports,Online,2,65.74,131.48
2025-06-30,West,Clothing,Online,7,45.72,320.04
2025-01-07,South,Electronics,Online,2,260.24,520.48
2025-11-02,South,Sports,Online,4,60.4,338.24
2025-01-04,North,Home & Kitchen,In-Store,4,85.68,342.72
2025-06-27,North,Electronics,Online,3,242.05,726.15
2025-09-01,East,Home & Kitchen,Online,1,80.68,80.68
2025-01-16,East,Electronics,Online,4,273.94,1095.76
2025-02-08,West,Clothing,Online,1,53.16,53.16
2025-06-07,South,Clothing,Online,6,44.73,268.38
2025-03-31,North,Electronics,In-Store,7,300.01,2100.07
2025-03-28,South,Electronics,In-Store,6,259.45,1556.7
2025-04-05,South,Beauty,In-Store,1,27.29,27.29
2025-01-12,South,Home & Kitchen,Online,6,70.76,424.56
2025-09-04,North,Electronics,Online,7,273.54,1914.78
2025-06-21,South,Electronics,Online,2,250.82,501.64
2025-07-05,North,Sports,Online,3,70.83,212.49
2025-07-29,West,Clothing,In-Store,6,42.18,253.08
2025-05-14,South,Sports,Online,7,56.94,398.58
2025-12-17,South,Electronics,Online,3,275.07,1155.29
2025-09-22,South,Electronics,Online,7,291.27,2038.89
2025-02-22,West,Sports,Online,2,52.92,105.84
2025-05-03,East,Electronics,In-Store,5,251.17,1255.85
2025-01-06,West,Clothing,Online,3,54.15,162.45
2025-01-08,East,Electronics,Online,3,218.7,656.1
2025-02-14,West,Home & Kitchen,Online,1,85.85,85.85
2025-11-29,North,Electronics,Online,6,294.73,2475.73
2025-10-05,West,Clothing,Online,2,55.28,110.56
2025-04-20,West,Electronics,Online,4,310.9,1243.6
2025-07-07,South,Sports,In-Store,4,59.6,238.4
2025-06-20,South,Home & Kitchen,In-Store,2,97.7,195.4
2025-02-12,South,Electronics,In-Store,7,279.54,1956.78
2025-06-28,West,Clothing,Online,4,48.68,194.72
2025-03-09,South,Beauty,Online,2,,65.38
2025-10-07,West,Electronics,Online,5,222.2,1111.0
2025-04-28,South,Sports,In-Store,7,53.7,375.9
2025-06-24,East,Sports,Online,7,59.4,415.8
2025-07-22,East,Beauty,Online,6,37.04,222.24
2025-02-14,West,Clothing,Online,3,55.86,167.58
2025-05-31,West,Sports,Online,7,57.54,402.78
2025-07-06,North,Sports,In-Store,5,55.35,276.75
2025-02-06,South,Sports,In-Store,6,60.67,364.02
2025-12-09,West,Beauty,Online,3,30.25,127.05
2025-02-15,West,Electronics,In-Store,5,255.91,1279.55
2025-03-26,North,Clothing,Online,3,50.3,150.9
2025-12-29,East,Home & Kitchen,In-Store,2,86.42,241.98
2025-08-13,North,Clothing,Online,5,42.29,211.45
2025-03-29,East,Sports,Online,7,69.73,488.11
2025-12-06,East,Electronics,In-Store,5,253.74,1776.18
2025-01-21,South,Clothing,Online,1,40.65,40.65
2025-04-11,South,Clothing,Online,1,41.54,41.54
2025-02-27,South,Clothing,In-Store,5,51.47,257.35
2025-03-16,South,Electronics,Online,5,259.66,1298.3
2025-06-01,East,Home & Kitchen,Online,5,72.01,360.05
2025-02-04,South,Home & Kitchen,Online,1,95.57,95.57
2025-12-11,West,Home & Kitchen,In-Store,3,87.57,367.79
2025-07-01,East,Electronics,Online,1,239.38,239.38
2025-08-24,West,Electronics,Online,5,271.9,1359.5
2025-01-21,South,Electronics,In-Store,3,221.28,663.84
2025-01-10,South,Home & Kitchen,Online,4,79.53,318.12
2025-01-15,West,Home & Kitchen,In-Store,1,77.39,77.39
2025-07-28,West,Clothing,Online,5,46.5,232.5
2025-10-03,East,Home & Kitchen,In-Store,5,68.61,343.05
2025-04-19,South,Electronics,Online,3,217.42,652.26
2025-09-13,North,Electronics,Online,5,226.31,1131.55
2025-06-13,West,Clothing,Online,4,51.89,207.56
2025-11-04,East,Clothing,Online,7,49.42,484.32
2025-11-16,East,Electronics,Online,2,290.69,813.93
2025-08-11,North,Electronics,Online,7,225.57,1578.99
2025-05-10,North,Home & Kitchen,Online,2,91.24,182.48
2025-07-14,South,Electronics,Online,4,287.02,1148.08
2025-08-02,East,Electronics,Online,6,290.84,1745.04
2025-08-04,North,Clothing,In-Store,7,52.02,364.14
2025-09-27,North,Home & Kitchen,Online,6,78.86,473.16
2025-05-24,East,Electronics,In-Store,2,244.19,488.38
2025-03-24,South,Clothing,In-Store,7,53.68,375.76
2025-02-03,West,Electronics,In-Store,7,297.83,2084.81
2025-05-06,North,Electronics,In-Store,3,263.56,790.68
2025-04-25,South,Clothing,In-Store,6,38.34,230.04
2025-03-31,West,Clothing,In-Store,6,55.23,331.38
2025-06-28,West,Electronics,In-Store,7,225.67,1579.69
2025-06-06,East,Electronics,Online,3,299.8,899.4
2025-09-03,North,Electronics,In-Store,3,234.27,702.81
2025-06-21,East,Electronics,In-Store,5,276.1,1380.5
2025-03-04,West,Home & Kitchen,Online,1,82.75,82.75
2025-02-17,West,Beauty,In-Store,3,35.57,106.71
2025-09-10,North,Clothing,In-Store,4,40.28,161.12
