date,region,category,channel,units_sold,unit_price,revenue,month,month_name,quarter,weekday,is_weekend
2025-09-02,South,Sports,Online,5,68.19,340.95,9,Sep,3,Tuesday,False
2025-02-23,West,Electronics,Online,5,233.99,1169.95,2,Feb,1,Sunday,True
2025-04-04,South,Beauty,Online,7,32.2,225.4,4,Apr,2,Friday,False
2025-08-06,South,Electronics,Online,7,278.45,1949.15,8,Aug,3,Wednesday,False
2025-08-12,North,Electronics,In-Store,7,276.18,1933.26,8,Aug,3,Tuesday,False
2025-08-10,North,Clothing,Online,4,46.59,186.36,8,Aug,3,Sunday,True
2025-04-20,North,Home & Kitchen,In-Store,2,89.18,178.36,4,Apr,2,Sunday,True
2025-07-26,West,Clothing,In-Store,4,52.18,208.72,7,Jul,3,Saturday,True
2025-12-06,West,Electronics,Online,5,238.46,1192.3,12,Dec,4,Saturday,True
2025-03-11,North,Sports,Online,5,66.12,330.6,3,Mar,1,Tuesday,False
2025-10-29,South,Sports,Online,6,72.31,433.86,10,Oct,4,Wednesday,False
2025-08-20,East,Beauty,In-Store,6,26.63,159.78,8,Aug,3,Wednesday,False
2025-09-21,East,Sports,In-Store,6,53.28,319.68,9,Sep,3,Sunday,True
2025-10-03,West,Clothing,In-Store,5,53.69,268.45,10,Oct,4,Friday,False
2025-12-31,East,Electronics,Online,5,244.31,1221.55,12,Dec,4,Wednesday,False
2025-10-18,West,Sports,In-Store,6,64.59,387.54,10,Oct,4,Saturday,True
2025-10-31,North,Electronics,Online,6,304.16,1824.96,10,Oct,4,Friday,False
2025-12-22,West,Electronics,Online,2,268.84,537.68,12,Dec,4,Monday,False
2025-07-27,North,Sports,Online,1,52.66,52.66,7,Jul,3,Sunday,True
2025-01-29,East,Home & Kitchen,In-Store,5,80.46,402.3,1,Jan,1,Wednesday,False
2025-10-03,West,Home & Kitchen,In-Store,6,79.89,479.34,10,Oct,4,Friday,False
2025-01-28,North,Home & Kitchen,Online,5,99.4,497.0,1,Jan,1,Tuesday,False
2025-09-03,North,Clothing,In-Store,6,39.21,235.26,9,Sep,3,Wednesday,False
2025-07-08,South,Clothing,In-Store,7,54.9,384.3,7,Jul,3,Tuesday,False
2025-05-13,East,Home & Kitchen,In-Store,1,70.23,70.23,5,May,2,Tuesday,False
2025-12-05,North,Home & Kitchen,Online,7,74.53,521.71,12,Dec,4,Friday,False
2025-08-02,South,Home & Kitchen,In-Store,6,69.94,419.64,8,Aug,3,Saturday,True
2025-04-22,North,Home & Kitchen,In-Store,4,82.56,330.24,4,Apr,2,Tuesday,False
2025-01-20,South,Beauty,Online,2,30.32,60.64,1,Jan,1,Monday,False
2025-11-18,North,Sports,Online,6,65.0,390.0,11,Nov,4,Tuesday,False
2025-12-30,West,Home & Kitchen,In-Store,5,81.55,407.75,12,Dec,4,Tuesday,False
2025-07-28,West,Home & Kitchen,Online,6,89.09,534.54,7,Jul,3,Monday,False
2025-01-07,West,Sports,In-Store,3,68.7,206.1,1,Jan,1,Tuesday,False
2025-03-29,West,Sports,In-Store,4,56.19,224.76,3,Mar,1,Saturday,True
2025-08-27,East,Beauty,Online,7,34.81,243.67,8,Aug,3,Wednesday,False
2025-10-03,West,Electronics,In-Store,1,279.43,279.43,10,Oct,4,Friday,False
2025-10-25,South,Clothing,Online,2,39.53,79.06,10,Oct,4,Saturday,True
2025-12-30,South,Electronics,Online,6,306.74,1840.44,12,Dec,4,Tuesday,False
2025-02-21,East,Electronics,In-Store,6,229.1,1374.6,2,Feb,1,Friday,False
2025-03-13,West,Electronics,Online,3,245.13,735.39,3,Mar,1,Thursday,False
2025-04-03,South,Electronics,In-Store,4,248.03,992.12,4,Apr,2,Thursday,False
2025-05-05,North,Electronics,Online,6,302.32,1813.92,5,May,2,Monday,False
2025-12-04,West,Electronics,In-Store,7,222.36,1556.52,12,Dec,4,Thursday,False
2025-01-31,East,Home & Kitchen,Online,6,72.39,434.34,1,Jan,1,Friday,False
2025-09-23,West,Clothing,Online,4,43.18,172.72,9,Sep,3,Tuesday,False
2025-12-09,North,Clothing,In-Store,2,53.05,106.1,12,Dec,4,Tuesday,False
2025-04-16,North,Clothing,Online,5,44.5,222.5,4,Apr,2,Wednesday,False
2025-01-18,East,Beauty,In-Store,2,29.27,58.54,1,Jan,1,Saturday,True
2025-11-15,East,Sports,In-Store,1,73.57,73.57,11,Nov,4,Saturday,True
2025-08-06,East,Clothing,Online,1,47.12,47.12,8,Aug,3,Wednesday,False
2025-02-07,East,Home & Kitchen,Online,2,71.94,143.88,2,Feb,1,Friday,False
2025-10-22,West,Clothing,Online,5,54.27,271.35,10,Oct,4,Wednesday,False
2025-08-17,South,Home & Kitchen,Online,2,95.83,191.66,8,Aug,3,Sunday,True
2025-11-06,West,Beauty,In-Store,5,33.44,167.2,11,Nov,4,Thursday,False
2025-07-10,South,Sports,Online,3,56.25,168.75,7,Jul,3,Thursday,False
2025-08-25,South,Sports,Online,5,64.84,324.2,8,Aug,3,Monday,False
2025-09-04,West,Clothing,In-Store,3,55.15,165.45,9,Sep,3,Thursday,False
2025-09-13,East,Clothing,In-Store,5,52.58,262.9,9,Sep,3,Saturday,True
2025-07-09,West,Home & Kitchen,Online,6,84.64,507.84,7,Jul,3,Wednesday,False
2025-03-25,East,Home & Kitchen,In-Store,5,95.86,479.3,3,Mar,1,Tuesday,False
2025-04-24,North,Home & Kitchen,In-Store,6,76.49,458.94,4,Apr,2,Thursday,False
2025-09-30,West,Clothing,In-Store,5,55.25,276.25,9,Sep,3,Tuesday,False
2025-11-24,West,Beauty,In-Store,5,31.12,155.6,11,Nov,4,Monday,False
2025-06-05,North,Home & Kitchen,Online,6,81.76,490.56,6,Jun,2,Thursday,False
2025-10-13,East,Beauty,Online,6,35.43,212.58,10,Oct,4,Monday,False
2025-09-26,East,Electronics,Online,7,277.16,1940.12,9,Sep,3,Friday,False
2025-04-26,East,Beauty,Online,7,26.98,188.86,4,Apr,2,Saturday,True
2025-06-29,South,Home & Kitchen,Online,6,99.88,599.28,6,Jun,2,Sunday,True
2025-02-13,East,Sports,Online,7,62.18,435.26,2,Feb,1,Thursday,False
2025-08-25,South,Beauty,Online,3,27.58,82.74,8,Aug,3,Monday,False
2025-11-17,East,Sports,Online,3,64.64,193.92,11,Nov,4,Monday,False
2025-12-17,North,Electronics,Online,5,269.08,1345.4,12,Dec,4,Wednesday,False
2025-02-25,South,Clothing,Online,5,53.13,265.65,2,Feb,1,Tuesday,False
2025-11-06,West,Sports,Online,3,58.02,174.06,11,Nov,4,Thursday,False
2025-05-29,East,Electronics,Online,7,239.05,1673.35,5,May,2,Thursday,False
2025-09-30,South,Home & Kitchen,Online,2,87.83,175.66,9,Sep,3,Tuesday,False
2025-10-20,East,Clothing,Online,1,43.32,43.32,10,Oct,4,Monday,False
2025-02-27,North,Electronics,In-Store,1,247.19,247.19,2,Feb,1,Thursday,False
2025-07-07,South,Sports,Online,6,52.89,317.34,7,Jul,3,Monday,False
2025-10-11,North,Electronics,In-Store,1,306.05,306.05,10,Oct,4,Saturday,True
2025-07-27,South,Beauty,Online,1,28.38,28.38,7,Jul,3,Sunday,True
2025-07-03,West,Electronics,Online,5,257.17,1285.85,7,Jul,3,Thursday,False
2025-10-17,East,Electronics,Online,2,302.98,605.96,10,Oct,4,Friday,False
2025-12-26,South,Electronics,Online,3,288.2,864.6,12,Dec,4,Friday,False
2025-04-23,East,Clothing,In-Store,4,45.65,182.6,4,Apr,2,Wednesday,False
2025-06-11,East,Sports,In-Store,7,58.08,406.56,6,Jun,2,Wednesday,False
2025-06-25,East,Electronics,Online,2,230.96,461.92,6,Jun,2,Wednesday,False
2025-05-29,North,Sports,In-Store,5,68.64,343.2,5,May,2,Thursday,False
2025-10-21,North,Clothing,Online,4,51.46,205.84,10,Oct,4,Tuesday,False
2025-01-25,North,Home & Kitchen,Online,6,96.88,581.28,1,Jan,1,Saturday,True
2025-04-22,West,Home & Kitchen,In-Store,2,71.39,142.78,4,Apr,2,Tuesday,False
2025-08-15,South,Clothing,In-Store,2,48.34,96.68,8,Aug,3,Friday,False
2025-06-29,North,Electronics,Online,5,222.37,1111.85,6,Jun,2,Sunday,True
2025-06-30,East,Clothing,Online,6,42.11,252.66,6,Jun,2,Monday,False
2025-03-14,East,Home & Kitchen,In-Store,4,87.74,350.96,3,Mar,1,Friday,False
2025-09-24,West,Electronics,In-Store,5,269.3,1346.5,9,Sep,3,Wednesday,False
2025-08-08,South,Sports,Online,2,61.35,122.7,8,Aug,3,Friday,False
2025-06-11,East,Electronics,Online,1,258.29,258.29,6,Jun,2,Wednesday,False
2025-02-09,North,Home & Kitchen,Online,7,90.04,630.28,2,Feb,1,Sunday,True
2025-12-01,North,Electronics,In-Store,6,293.07,1758.42,12,Dec,4,Monday,False
2025-01-17,South,Electronics,Online,1,248.33,248.33,1,Jan,1,Friday,False
2025-09-19,East,Electronics,Online,5,270.15,1350.75,9,Sep,3,Friday,False
2025-10-10,North,Clothing,Online,3,38.55,115.65,10,Oct,4,Friday,False
2025-07-16,South,Electronics,Online,2,215.77,431.54,7,Jul,3,Wednesday,False
2025-01-05,South,Clothing,Online,2,55.73,111.46,1,Jan,1,Sunday,True
2025-09-30,North,Home & Kitchen,Online,4,71.72,286.88,9,Sep,3,Tuesday,False
2025-01-19,East,Beauty,In-Store,1,33.28,33.28,1,Jan,1,Sunday,True
2025-04-10,East,Clothing,In-Store,5,46.14,230.7,4,Apr,2,Thursday,False
2025-11-23,East,Beauty,Online,4,30.46,121.84,11,Nov,4,Sunday,True
2025-11-10,West,Home & Kitchen,Online,7,77.22,540.54,11,Nov,4,Monday,False
2025-10-23,East,Electronics,In-Store,4,254.42,1017.68,10,Oct,4,Thursday,False
2025-10-11,West,Sports,Online,6,58.62,351.72,10,Oct,4,Saturday,True
2025-09-28,East,Electronics,Online,2,301.12,602.24,9,Sep,3,Sunday,True
2025-12-30,East,Clothing,Online,3,47.455,142.36,12,Dec,4,Tuesday,False
2025-08-18,South,Electronics,In-Store,7,285.65,1999.55,8,Aug,3,Monday,False
2025-06-20,South,Electronics,In-Store,6,306.82,1840.92,6,Jun,2,Friday,False
2025-04-18,West,Sports,Online,2,71.26,142.52,4,Apr,2,Friday,False
2025-04-06,North,Clothing,Online,3,48.32,144.96,4,Apr,2,Sunday,True
2025-04-16,East,Home & Kitchen,In-Store,7,80.64,564.48,4,Apr,2,Wednesday,False
2025-10-24,East,Clothing,In-Store,6,46.18,277.08,10,Oct,4,Friday,False
2025-07-12,West,Clothing,Online,5,56.08,280.4,7,Jul,3,Saturday,True
2025-01-03,North,Home & Kitchen,In-Store,1,81.79,81.79,1,Jan,1,Friday,False
2025-09-08,North,Electronics,Online,5,234.77,1173.85,9,Sep,3,Monday,False
2025-02-16,West,Clothing,Online,4,40.6,162.4,2,Feb,1,Sunday,True
2025-09-05,West,Clothing,In-Store,2,39.76,79.52,9,Sep,3,Friday,False
2025-11-10,South,Electronics,Online,6,228.46,1370.76,11,Nov,4,Monday,False
2025-02-17,South,Electronics,Online,5,295.99,1479.95,2,Feb,1,Monday,False
2025-06-22,East,Electronics,Online,2,305.15,610.3,6,Jun,2,Sunday,True
2025-10-25,South,Electronics,Online,1,213.47,213.47,10,Oct,4,Saturday,True
2025-07-06,South,Beauty,In-Store,3,29.18,87.54,7,Jul,3,Sunday,True
2025-10-31,South,Home & Kitchen,Online,7,68.2,477.4,10,Oct,4,Friday,False
2025-11-11,East,Home & Kitchen,Online,7,72.22,505.54,11,Nov,4,Tuesday,False
2025-03-04,West,Electronics,Online,3,293.06,879.18,3,Mar,1,Tuesday,False
2025-09-10,North,Electronics,In-Store,5,221.49,1107.45,9,Sep,3,Wednesday,False
2025-10-19,West,Electronics,Online,5,220.85,1104.25,10,Oct,4,Sunday,True
2025-09-27,South,Home & Kitchen,In-Store,5,82.15,410.75,9,Sep,3,Saturday,True
2025-07-14,East,Clothing,Online,3,42.14,126.42,7,Jul,3,Monday,False
2025-01-21,West,Electronics,In-Store,5,227.42,1137.1,1,Jan,1,Tuesday,False
2025-11-22,East,Clothing,Online,2,39.27,78.54,11,Nov,4,Saturday,True
2025-12-22,South,Clothing,In-Store,5,42.69,213.45,12,Dec,4,Monday,False
2025-08-09,West,Sports,In-Store,4,53.93,215.72,8,Aug,3,Saturday,True
2025-02-07,South,Sports,In-Store,4,67.15,268.6,2,Feb,1,Friday,False
2025-02-19,South,Electronics,In-Store,3,248.55,745.65,2,Feb,1,Wednesday,False
2025-11-20,North,Beauty,Online,1,27.37,27.37,11,Nov,4,Thursday,False
2025-05-15,West,Beauty,In-Store,3,32.43,97.29,5,May,2,Thursday,False
2025-07-08,East,Electronics,Online,2,255.94,511.88,7,Jul,3,Tuesday,False
2025-05-18,South,Home & Kitchen,In-Store,6,68.75,412.5,5,May,2,Sunday,True
2025-04-17,West,Sports,Online,4,65.48,261.92,4,Apr,2,Thursday,False
2025-11-02,West,Electronics,In-Store,4,232.0,928.0,11,Nov,4,Sunday,True
2025-02-16,West,Sports,In-Store,2,71.77,143.54,2,Feb,1,Sunday,True
2025-04-18,East,Electronics,In-Store,3,308.88,926.64,4,Apr,2,Friday,False
2025-07-14,West,Electronics,In-Store,6,272.82,1636.92,7,Jul,3,Monday,False
2025-05-24,South,Home & Kitchen,Online,6,72.59,435.54,5,May,2,Saturday,True
2025-04-06,North,Clothing,In-Store,1,49.51,49.51,4,Apr,2,Sunday,True
2025-12-27,South,Electronics,Online,5,273.1,1365.5,12,Dec,4,Saturday,True
2025-08-30,East,Electronics,In-Store,2,271.91,543.82,8,Aug,3,Saturday,True
2025-01-12,West,Electronics,Online,2,220.66,441.32,1,Jan,1,Sunday,True
2025-08-14,West,Electronics,Online,1,279.78,279.78,8,Aug,3,Thursday,False
2025-06-13,West,Clothing,Online,1,55.63,55.63,6,Jun,2,Friday,False
2025-10-12,East,Sports,Online,5,51.59,257.95,10,Oct,4,Sunday,True
2025-04-20,South,Sports,Online,2,73.01,146.02,4,Apr,2,Sunday,True
2025-11-28,South,Electronics,In-Store,4,285.18,1140.72,11,Nov,4,Friday,False
2025-05-07,West,Beauty,Online,1,35.55,35.55,5,May,2,Wednesday,False
2025-05-28,South,Home & Kitchen,Online,5,83.07,415.35,5,May,2,Wednesday,False
2025-07-06,North,Home & Kitchen,Online,6,82.16,492.96,7,Jul,3,Sunday,True
2025-07-25,South,Home & Kitchen,In-Store,7,85.81,600.67,7,Jul,3,Friday,False
2025-07-18,South,Electronics,Online,1,263.34,263.34,7,Jul,3,Friday,False
2025-02-13,South,Clothing,In-Store,7,51.37,359.59,2,Feb,1,Thursday,False
2025-07-25,East,Sports,Online,3,59.56,178.68,7,Jul,3,Friday,False
2025-03-24,South,Electronics,Online,5,308.26,1541.3,3,Mar,1,Monday,False
2025-10-18,North,Clothing,Online,1,45.16,45.16,10,Oct,4,Saturday,True
2025-11-21,West,Electronics,Online,1,243.99,243.99,11,Nov,4,Friday,False
2025-12-09,West,Electronics,In-Store,3,265.69,797.07,12,Dec,4,Tuesday,False
2025-08-06,West,Beauty,Online,1,29.34,29.34,8,Aug,3,Wednesday,False
2025-04-21,North,Clothing,In-Store,6,48.91,293.46,4,Apr,2,Monday,False
2025-04-22,East,Clothing,In-Store,5,48.66,243.3,4,Apr,2,Tuesday,False
2025-07-23,West,Home & Kitchen,In-Store,4,81.63,326.52,7,Jul,3,Wednesday,False
2025-10-02,South,Electronics,In-Store,5,215.07,1075.35,10,Oct,4,Thursday,False
2025-03-27,West,Clothing,Online,6,42.44,254.64,3,Mar,1,Thursday,False
2025-07-19,South,Clothing,Online,7,48.79,341.53,7,Jul,3,Saturday,True
2025-05-17,West,Home & Kitchen,In-Store,3,86.74,260.22,5,May,2,Saturday,True
2025-09-24,South,Electronics,In-Store,2,262.31,524.62,9,Sep,3,Wednesday,False
2025-08-18,North,Home & Kitchen,In-Store,3,72.34,217.02,8,Aug,3,Monday,False
2025-09-20,East,Beauty,In-Store,4,33.92,135.68,9,Sep,3,Saturday,True
2025-05-20,East,Beauty,Online,5,29.29,146.45,5,May,2,Tuesday,False
2025-09-26,North,Sports,Online,4,67.22,268.88,9,Sep,3,Friday,False
2025-03-16,West,Sports,Online,3,59.88,179.64,3,Mar,1,Sunday,True
2025-08-03,North,Electronics,Online,7,247.06,1729.42,8,Aug,3,Sunday,True
2025-02-23,North,Clothing,Online,6,39.35,236.1,2,Feb,1,Sunday,True
2025-12-14,North,Electronics,Online,4,252.57,1010.28,12,Dec,4,Sunday,True
2025-03-20,South,Sports,Online,2,65.74,131.48,3,Mar,1,Thursday,False
2025-06-30,West,Clothing,Online,7,45.72,320.04,6,Jun,2,Monday,False
2025-01-07,South,Electronics,Online,2,260.24,520.48,1,Jan,1,Tuesday,False
2025-11-02,South,Sports,Online,4,60.4,241.6,11,Nov,4,Sunday,True
2025-01-04,North,Home & Kitchen,In-Store,4,85.68,342.72,1,Jan,1,Saturday,True
2025-06-27,North,Electronics,Online,3,242.05,726.15,6,Jun,2,Friday,False
2025-09-01,East,Home & Kitchen,Online,1,80.68,80.68,9,Sep,3,Monday,False
2025-01-16,East,Electronics,Online,4,273.94,1095.76,1,Jan,1,Thursday,False
2025-02-08,West,Clothing,Online,1,53.16,53.16,2,Feb,1,Saturday,True
2025-06-07,South,Clothing,Online,6,44.73,268.38,6,Jun,2,Saturday,True
2025-03-31,North,Electronics,In-Store,7,300.01,2100.07,3,Mar,1,Monday,False
2025-03-28,South,Electronics,In-Store,6,259.45,1556.7,3,Mar,1,Friday,False
2025-04-05,South,Beauty,In-Store,1,27.29,27.29,4,Apr,2,Saturday,True
2025-01-12,South,Home & Kitchen,Online,6,70.76,424.56,1,Jan,1,Sunday,True
2025-09-04,North,Electronics,Online,7,273.54,1914.78,9,Sep,3,Thursday,False
2025-06-21,South,Electronics,Online,2,250.82,501.64,6,Jun,2,Saturday,True
2025-07-05,North,Sports,Online,3,70.83,212.49,7,Jul,3,Saturday,True
2025-07-29,West,Clothing,In-Store,6,42.18,253.08,7,Jul,3,Tuesday,False
2025-05-14,South,Sports,Online,7,56.94,398.58,5,May,2,Wednesday,False
2025-12-17,South,Electronics,Online,3,275.07,825.21,12,Dec,4,Wednesday,False
2025-09-22,South,Electronics,Online,7,291.27,2038.89,9,Sep,3,Monday,False
2025-02-22,West,Sports,Online,2,52.92,105.84,2,Feb,1,Saturday,True
2025-05-03,East,Electronics,In-Store,5,251.17,1255.85,5,May,2,Saturday,True
2025-01-06,West,Clothing,Online,3,54.15,162.45,1,Jan,1,Monday,False
2025-01-08,East,Electronics,Online,3,218.7,656.1,1,Jan,1,Wednesday,False
2025-02-14,West,Home & Kitchen,Online,1,85.85,85.85,2,Feb,1,Friday,False
2025-11-29,North,Electronics,Online,6,294.73,1768.38,11,Nov,4,Saturday,True
2025-10-05,West,Clothing,Online,2,55.28,110.56,10,Oct,4,Sunday,True
2025-04-20,West,Electronics,Online,4,310.9,1243.6,4,Apr,2,Sunday,True
2025-07-07,South,Sports,In-Store,4,59.6,238.4,7,Jul,3,Monday,False
2025-06-20,South,Home & Kitchen,In-Store,2,97.7,195.4,6,Jun,2,Friday,False
2025-02-12,South,Electronics,In-Store,7,279.54,1956.78,2,Feb,1,Wednesday,False
2025-06-28,West,Clothing,Online,4,48.68,194.72,6,Jun,2,Saturday,True
2025-03-09,South,Beauty,Online,2,31.23,62.46,3,Mar,1,Sunday,True
2025-10-07,West,Electronics,Online,5,222.2,1111.0,10,Oct,4,Tuesday,False
2025-04-28,South,Sports,In-Store,7,53.7,375.9,4,Apr,2,Monday,False
2025-06-24,East,Sports,Online,7,59.4,415.8,6,Jun,2,Tuesday,False
2025-07-22,East,Beauty,Online,6,37.04,222.24,7,Jul,3,Tuesday,False
2025-02-14,West,Clothing,Online,3,55.86,167.58,2,Feb,1,Friday,False
2025-05-31,West,Sports,Online,7,57.54,402.78,5,May,2,Saturday,True
2025-07-06,North,Sports,In-Store,5,55.35,276.75,7,Jul,3,Sunday,True
2025-02-06,South,Sports,In-Store,6,60.67,364.02,2,Feb,1,Thursday,False
2025-12-09,West,Beauty,Online,3,30.25,90.75,12,Dec,4,Tuesday,False
2025-02-15,West,Electronics,In-Store,5,255.91,1279.55,2,Feb,1,Saturday,True
2025-03-26,North,Clothing,Online,3,50.3,150.9,3,Mar,1,Wednesday,False
2025-12-29,East,Home & Kitchen,In-Store,2,86.42,172.84,12,Dec,4,Monday,False
2025-08-13,North,Clothing,Online,5,42.29,211.45,8,Aug,3,Wednesday,False
2025-03-29,East,Sports,Online,7,69.73,488.11,3,Mar,1,Saturday,True
2025-12-06,East,Electronics,In-Store,5,253.74,1268.7,12,Dec,4,Saturday,True
2025-01-21,South,Clothing,Online,1,40.65,40.65,1,Jan,1,Tuesday,False
2025-04-11,South,Clothing,Online,1,41.54,41.54,4,Apr,2,Friday,False
2025-02-27,South,Clothing,In-Store,5,51.47,257.35,2,Feb,1,Thursday,False
2025-03-16,South,Electronics,Online,5,259.66,1298.3,3,Mar,1,Sunday,True
2025-06-01,East,Home & Kitchen,Online,5,72.01,360.05,6,Jun,2,Sunday,True
2025-02-04,South,Home & Kitchen,Online,1,95.57,95.57,2,Feb,1,Tuesday,False
2025-12-11,West,Home & Kitchen,In-Store,3,87.57,262.71,12,Dec,4,Thursday,False
2025-07-01,East,Electronics,Online,1,239.38,239.38,7,Jul,3,Tuesday,False
2025-08-24,West,Electronics,Online,5,271.9,1359.5,8,Aug,3,Sunday,True
2025-01-21,South,Electronics,In-Store,3,221.28,663.84,1,Jan,1,Tuesday,False
2025-01-10,South,Home & Kitchen,Online,4,79.53,318.12,1,Jan,1,Friday,False
2025-01-15,West,Home & Kitchen,In-Store,1,77.39,77.39,1,Jan,1,Wednesday,False
2025-07-28,West,Clothing,Online,5,46.5,232.5,7,Jul,3,Monday,False
2025-10-03,East,Home & Kitchen,In-Store,5,68.61,343.05,10,Oct,4,Friday,False
2025-04-19,South,Electronics,Online,3,217.42,652.26,4,Apr,2,Saturday,True
2025-09-13,North,Electronics,Online,5,226.31,1131.55,9,Sep,3,Saturday,True
2025-06-13,West,Clothing,Online,4,51.89,207.56,6,Jun,2,Friday,False
2025-11-04,East,Clothing,Online,7,49.42,345.94,11,Nov,4,Tuesday,False
2025-11-16,East,Electronics,Online,2,290.69,581.38,11,Nov,4,Sunday,True
2025-08-11,North,Electronics,Online,7,225.57,1578.99,8,Aug,3,Monday,False
2025-05-10,North,Home & Kitchen,Online,2,91.24,182.48,5,May,2,Saturday,True
2025-07-14,South,Electronics,Online,4,287.02,1148.08,7,Jul,3,Monday,False
2025-08-02,East,Electronics,Online,6,290.84,1745.04,8,Aug,3,Saturday,True
2025-08-04,North,Clothing,In-Store,7,52.02,364.14,8,Aug,3,Monday,False
2025-09-27,North,Home & Kitchen,Online,6,78.86,473.16,9,Sep,3,Saturday,True
2025-05-24,East,Electronics,In-Store,2,244.19,488.38,5,May,2,Saturday,True
2025-03-24,South,Clothing,In-Store,7,53.68,375.76,3,Mar,1,Monday,False
2025-02-03,West,Electronics,In-Store,7,297.83,2084.81,2,Feb,1,Monday,False
2025-05-06,North,Electronics,In-Store,3,263.56,790.68,5,May,2,Tuesday,False
2025-04-25,South,Clothing,In-Store,6,38.34,230.04,4,Apr,2,Friday,False
2025-03-31,West,Clothing,In-Store,6,55.23,331.38,3,Mar,1,Monday,False
2025-06-28,West,Electronics,In-Store,7,225.67,1579.69,6,Jun,2,Saturday,True
2025-06-06,East,Electronics,Online,3,299.8,899.4,6,Jun,2,Friday,False
2025-09-03,North,Electronics,In-Store,3,234.27,702.81,9,Sep,3,Wednesday,False
2025-06-21,East,Electronics,In-Store,5,276.1,1380.5,6,Jun,2,Saturday,True
2025-03-04,West,Home & Kitchen,Online,1,82.75,82.75,3,Mar,1,Tuesday,False
2025-02-17,West,Beauty,In-Store,3,35.57,106.71,2,Feb,1,Monday,False
2025-09-10,North,Clothing,In-Store,4,40.28,161.12,9,Sep,3,Wednesday,False
2025-02-19,South,Sports,Online,6,59.4,356.4,2,Feb,1,Wednesday,False
2025-02-19,West,Electronics,In-Store,6,306.71,1840.26,2,Feb,1,Wednesday,False
2025-12-27,South,Sports,Online,6,72.88,437.28,12,Dec,4,Saturday,True
2025-09-26,North,Electronics,Online,6,246.91,1481.46,9,Sep,3,Friday,False
2025-04-08,South,Clothing,In-Store,7,40.44,283.08,4,Apr,2,Tuesday,False
2025-02-07,South,Beauty,Online,1,30.92,30.92,2,Feb,1,Friday,False
2025-03-30,West,Clothing,Online,5,52.38,261.9,3,Mar,1,Sunday,True
2025-10-18,North,Sports,Online,1,54.3,54.3,10,Oct,4,Saturday,True
2025-12-02,South,Electronics,In-Store,7,244.59,1712.13,12,Dec,4,Tuesday,False
2025-03-22,East,Sports,Online,3,52.31,156.93,3,Mar,1,Saturday,True
2025-07-20,North,Sports,Online,3,72.96,218.88,7,Jul,3,Sunday,True
2025-11-16,South,Home & Kitchen,Online,6,91.45,548.7,11,Nov,4,Sunday,True
2025-04-07,South,Home & Kitchen,Online,1,71.81,71.81,4,Apr,2,Monday,False
2025-09-17,North,Clothing,Online,1,51.19,51.19,9,Sep,3,Wednesday,False
2025-04-15,East,Electronics,In-Store,2,217.88,435.76,4,Apr,2,Tuesday,False
2025-12-28,West,Electronics,Online,2,257.72,515.44,12,Dec,4,Sunday,True
2025-04-23,North,Home & Kitchen,In-Store,1,95.57,95.57,4,Apr,2,Wednesday,False
2025-07-01,East,Electronics,Online,4,311.38,1245.52,7,Jul,3,Tuesday,False
2025-09-05,South,Beauty,In-Store,6,31.23,187.38,9,Sep,3,Friday,False
2025-03-09,South,Clothing,In-Store,5,50.96,254.8,3,Mar,1,Sunday,True
2025-11-30,North,Electronics,Online,3,224.69,674.07,11,Nov,4,Sunday,True
2025-07-17,West,Beauty,Online,1,36.92,36.92,7,Jul,3,Thursday,False
2025-01-24,West,Electronics,Online,7,218.64,1530.48,1,Jan,1,Friday,False
2025-11-12,East,Clothing,Online,3,54.55,163.65,11,Nov,4,Wednesday,False
2025-02-11,South,Sports,Online,2,58.14,116.28,2,Feb,1,Tuesday,False
2025-09-30,South,Clothing,Online,6,54.73,328.38,9,Sep,3,Tuesday,False
2025-02-25,East,Electronics,Online,3,288.59,865.77,2,Feb,1,Tuesday,False
2025-11-04,North,Clothing,Online,3,46.83,140.49,11,Nov,4,Tuesday,False
2025-10-04,North,Electronics,Online,6,213.82,1282.92,10,Oct,4,Saturday,True
2025-12-02,West,Sports,In-Store,3,51.35,154.05,12,Dec,4,Tuesday,False
2025-07-06,East,Beauty,Online,4,28.97,115.88,7,Jul,3,Sunday,True
2025-10-29,North,Clothing,Online,7,48.91,342.37,10,Oct,4,Wednesday,False
2025-01-02,South,Electronics,Online,4,292.14,1168.56,1,Jan,1,Thursday,False
2025-10-15,North,Home & Kitchen,Online,5,80.85,404.25,10,Oct,4,Wednesday,False
2025-07-30,South,Electronics,Online,7,239.9,1679.3,7,Jul,3,Wednesday,False
2025-12-01,West,Beauty,In-Store,4,27.65,110.6,12,Dec,4,Monday,False
2025-07-11,East,Beauty,Online,7,35.45,248.15,7,Jul,3,Friday,False
2025-12-02,East,Home & Kitchen,Online,5,78.96,394.8,12,Dec,4,Tuesday,False
2025-03-20,East,Electronics,Online,1,263.34,263.34,3,Mar,1,Thursday,False
2025-03-12,East,Sports,In-Store,3,52.66,157.98,3,Mar,1,Wednesday,False
2025-01-01,North,Clothing,Online,7,49.4,345.8,1,Jan,1,Wednesday,False
2025-03-31,South,Home & Kitchen,Online,4,72.23,288.92,3,Mar,1,Monday,False
2025-03-15,East,Electronics,Online,4,272.59,1090.36,3,Mar,1,Saturday,True
2025-02-10,West,Clothing,In-Store,1,41.73,41.73,2,Feb,1,Monday,False
